tweets;1.kisi;2.kisi;3.kisi;total
benim güne kadar türkiyeye türk halkýna bi zararým dokundu asýrlardýr ülkedeyiz normal bir þekilde olmasý gerektiði kendi halimizde yaþýyoruz evet zararý dokunanlar oldu kürtleri onlarla ayný kefeye koymayýn;1;0;0;0
ümit bey ýrkçý olmadýðýný sadece göçmen karþýtý olduðunu iddia ediyordu iþte kafatasýný ölçüt aldýðýný gösteren video;0;1;1;1
bayým bir zahmet ötede propaganda yapýn þehitler burada yapýn vataný muhafaza etmediler onlar olduklarý vataný savundular çanakkalede halepten þehit olan yüzlerce insan var;1;1;1;1
irkçýlýk bitmeyecek önemli olan görmezden gelmek þimdiye kadar mardinli araplardan türk araplardan geldiðime ikna olmak istemeyenler var mesela;1;1;1;1
uygarlýðýmýzýn þimdi nasýlsa öyle kalmasýný istiyoruz;0;0;0;0
irkçýlýktan fena bir varsa bir müslümanýn baþka bir müslümana karþý ýrkçý tutumudur;0;0;0;0
deðerlendirmediniz 20 milyon bir anda suçlayanmýþsýnýz þunu bilmelisiniz birinci olmasýdýr bunu zihninizden çýkartmayýn;0;0;0;0
vereceðim rahatsýzlýktan dolayý üzgünüm ancak yaratýlan hastalýklý toplumu görmek önemli bir örnek;1;0;1;1
meali fiyatlarý belirleyen putumuz lulu khalifa dýr s a l t a n a t b i t t i;1;1;1;1
gazeteciyi dövmüþler büyük ekonomik savaþýn yaþandýðý günümüzde bir yerde turiste saldýrýlýyorsa hainlik düzeyine gelmiþtir saldýrganlar nefret suçundan yargýlanmalý suç duyurusunda bulunuyorum;0;0;0;0
hadsiz bir kaç siyasetçi taciz suçlarý yabancýlarla eþleþtirmeye çalýþýp dururlarsa geri zekalý genç onlara uyup masum yabancý bir kiþiye iftira atýp vururlarsa onlarla birlikte siyasetçiler suçlular yargýlanmalýlardýr;1;0;0;0
söyledim ýrkçýlýðý yapanlar aslen kökü yaptýðý milletten olmayanlardýr kendileri aidiyet eksikliði yaþarlar bunun üstünü örtmek aþýrýya giderler;1;1;1;1
irkçý paylaþým yapan 4 öðretmene dava açýldý detaylar;1;1;1;1
bunlarýn derdi islamla araplar felan deðil arapça yazý gördükleri zaman kuduruyorlar kininizde boðulun inþaallah ümit özdað;0;0;0;0
insana ayný gözle bakmasý gereken solcu partiler artýk uyguluyorlar sað partiler sevecen kalýyor;0;0;0;0
medeniyetin vahþi cehaleti türkiye bunu yapsýn perde pencereye asarlar mahlukatý türk milleti milliyetçilikle ýrkçýlýðýn farkýný iyi bilir;0;0;0;0
doðrusu amerika avrupa tarihinde bir kara leke iken yýl olmuþ 2022 yeniden hayat buluyor yazýk yazýk sessiz kalanlar zulmün ortaðýsýnýz;0;0;0;0
abd philadelphiada sesame street tema parkta dolaþan kukla karakter rositanýn iki siyahi çocuðu görmezden geldi çocuklarýn ailesi avukat tutarak haklarýný arayacaðýný açýkladý;0;0;0;0
bir ispanyalý gazeteci eþini ýrkçýlar tarafýndan suriyeli sanýp dövmüþler ýrkçýlýk bitmez allah bin belasý versin bunun insanlara;0;0;0;0
kafalar deðiþmez;0;0;0;0
ülkemizde son zamanlarda ýrkçýlýk özellikle arap düþmanlýðý bilinçli olarak yaygýnlaþtýrýlýyor devletimiz artan tehlikeyetehdide karþý gerekli tedbirleri almalý ey ýrkçýlýk sen korkunç bir þeymiþsin kardeþleri birbirine düþman ediyorsun;0;0;0;0
artýk türkiyenin bir var yüzden eskisi olmayacak karþýlaþmadýðýmýz þeylerle karþýlaþacaðýz erkenden gerekli tedbirler alýnmazsa utanarak söylüyorum artýk bizim sorunumuz olacak;0;0;0;0
ortaköy tuhaf bir yer haline geldi;0;0;0;0
psikolojik rahatsýzlýðýn bir belirtisidir psikolojik entegrasyon eksikliðinin özgüven eksikliðinin içsel güvensizliðin bir iþaretidir istikrarlý bir benlik duygusuna güçlü bir içsel güvenliðe sahip psikolojik olarak saðlýklý insanlar deðildir grup;0;0;0;0
olmasa kimse düþmanlarýna dur demeyecek herkes ýrkçý kin dolu paylaþýmlar karþýsýnda sustuðu gibileri meydanda at oynatýyor;0;0;0;0
yakýn zamanda dünya çapýnda iki çeþit virüs yaygýnlaþtýðýný gördük corona aþý alarak önlem ala bildiðimiz salgýný atlattýk beynleri zehirleyen dinimiz islamda yasaklanan virüsüne karþý kendimizi kurtarmak tedbirler ala bildik mi;0;0;0;0
ekonomik sorunlar olarak yükseliyor;0;0;0;0
kardeþim senden chpliler adýna özür diliyorum chpliler malesef haddini hududunu aþmýþtýr siyaset yapma adý altýnda tehdit darp hakaret ýrkçýlýk yaparak inalsanlarý zor durumda býrakýyor;0;0;0;0
halkýný öldüren hain bir baþkanýn kucaðýna asla dönmeyiz çocuklarýn suçu neydi öldü bunlar terörist allah belaný versin esad;0;0;0;0
irkçýlýk yapan emlakçýya ceza;0;0;0;0
siyahi vatandaþa ev vermeyen emlakçiya ceza;0;0;0;0
burada bir görüyor musunuz;0;0;0;0
kimse bana gelip bir suriyeli çocuðun videosu kardeþlik edebiyatý yapmasýn benim kardeþim konyada 12 yaþýndaki üzerine kezzap dökülen çocuktur gün yollarda tacize uðrayan genç türk kýzlarýmýzdýr17 yaþýnda kalbinden býçaklanan batuhandýr;0;0;0;0
insanlýða bahþedilen akýl vicdanýn dile hükmettiði güzel yarýnlar dileðiyle;0;0;0;0
istanbulda bir sokak röportajýnda çevresini saran onlarca kiþinin ýrkçý söylemlerine karþý 17 yaþýndaki halepli ahmed böyle cevap verdi evet insanýz bütün çabamýz þeye raðmen insan kalabilmek ýrkçýlýk zihniyeti olduðu sürece bir olamayýz;0;0;0;0
herkes farklý herkes eþit;0;0;0;0
acý cidden zaman son bulucak;0;0;0;0
irkçý faþist böçekler herkes insan gamze bodur tutuklansin;0;0;0;0
yanlýþý yaptýysa tepki ona verilir suçu olmayan masum birine kadar yüklenemezsin apaçýk bir zulümdür sen olsan yapardin bir düþün bakalým ait olduðun ýrký sen seçemiyor sun iyi olmayý kötü olmayý seçebiliyorsun;0;0;0;0
üstünlük ancak takvadadir birinin ýrký diðerinden üstün deðildir birbirlerine ýrk üstünlüðü içine girmek ancak avrupanýn alçak adetlerindendir;0;0;0;0
yeryüzünde kadar mazluma merhametli zalime gaddar bir ordu yoktur;0;0;0;0
17 yaþýndaki bir çocuða karþý ýrkçýlar ýrkçý olmadýklarýný söylüyorlar;0;0;0;0
masum bir çocuðu ben bir insanimdiye kendini savunmak zorunda býrakma zavallýðý evet çocuk bir insan peki nesiniz gerçekten;0;0;0;0
ingiliz giyinir isviçreli evlenir italyan ceza alýr fransýz eðitim alýr yunan yaþar bir üstüne ýrkçýlýk yapar kardeþim senin ýrkýn kalmamýþki ýrkçýlýk yapýyorsun;0;1;1;1
irkçýlýk büyük felakettir;0;0;0;0
hastalýktýr;0;0;0;0
irkçýlýðýn hertürlüsü ayaklarýmýn altýndadýr hz muhammed sav;0;0;0;0
evet ben bir insaným;0;0;0;0
vatan hainlerin bölücülerin toplandýðý;0;0;0;0
içimizdeki bilindik siyasi ptovakatorlerin çaldýðý tutmuþ güneyde ukraynalý ruslara karþý tek olumsuz düþünce duydunuz bunlarýn derdi gariban yaktýklarý ateþinde yanmalarýný diliyorum;0;0;0;0
suriyeli kardeþimize yapýlan ýrkçý saldýrý kabul edilemez kýnýyorum tedavi edilmesi gereken bir hastalýktýr;0;0;0;0
kendi vatanýna karþý yeni arap milleti kürdistan düþünen baþlý baþýna terördür vatan türklerindir ebediyen türklerin kalacaktýr the turkish;1;1;1;1
bir ideoloji deðil psikolojik bir hastalýktýr itibarla ýrkçýlýk yapanlar türkislam medeniyetimizden insanlýktan nasibini alamamýþ kimselerdir baþ sorumlu tepeden týrnaða siyaset kurumudur þiddetle reddediyor kýnýyorum;0;0;0;0
irkçýlýk zafer kazanacaðýný ümit eden bir parti baþkaný hergün bir yalan söylüyor dostlar adamýn paylaþýmlarýný gördüðünüzde lütfen hucurat suresi 6 ayeti hatýrlayýn;0;0;0;0
rabbine karþý seni aldatan nedir;0;0;0;0
müslüman ýrkçý olamazzalim olamaz rabbim içimizdeki beyinsizler yüzünden bizleri helak eylemesin;0;1;1;1
emperyalistlerin 100 yýl önce çizdiði sýnýr çizgisi üzerinden bir kýsmýmýz suriyeli bir kýsmýmýz türkkürt olarak nitelendiriliyoruz oysa çanakkalede dedelerimizin kaderi aynýydý tohumunu ekeninsanlarý birbirine ede;1;1;1;1
allah irkçý faþist kemalistleri ýslah etsin islahlarý mümkün deðil kahru periþan etsin kürt türk arap;0;1;1;1
þimdi arap seviciligimi kralin eteginden öpenler dernegimi acti tagi hala anlamadiginiz aptal olarak takinilan konulardan biridir türkiye göçmen ulkesi degildir ister musluman ister hristiyan bok olursa olsun senin amerika bir kurulus duzenin yok;0;0;0;0
sýðýnmacýlar teröristtir ýrkçýdýr istilacýdýr;0;1;1;1
inkârcýlara seslenenin durumu baðýrýp çaðýrmadan baþka bir iþitmeyen hayvana haykýran çobanýn durumuna benzer onlar saðýr dilsiz kördürler onlar düþünmezler;0;0;0;0
diyerek yumuþatmayýn inceltmeyin deðil size gelsin faþistler;0;0;0;0
irkçýlýk üzerinden baþka nedenlerle fýrsatta insanlarý birbirine düþürme gayretinde olanlar nefretten beslenenler kendi kininizde boðulursunuz umarým benim dinim renk ýrk körüdür insan olmaktýr esas mesele;0;0;0;0
yapýyor diyenler kezzap atýlan çocuðunöldürülen çocuklarýnýn ailesinin yerine koyun kendiniziçok seviyorsanýz komþu olunevinize alýndevlet destek versin size avrupa ukrayna vatandaþýna veriyor yasiz lux otellerde yaþayýn vatandas eziyetini çeksinsustum;0;0;0;0
bütün dinler türke ýrkçý olduðu var bende;0;0;0;0
zahoda öldürülenler araplar milyonlarca arabý yurdundan eden binlerce arabýn kanýna giren pkk avanesi birden bire arap dostu çýkýyor kadar kalitesiz aþaðýlýk yaratýksýnýz;0;0;0;0
sorun suriyeliler deil sorun idüðü belirsýz insanlarý ülkeye almalarý sýnýrlar böyle kontrolsüz olunursa sorun çýkaran tipler gelir mültecilerin basina patlar;0;0;0;0
li mültecilere duyar kasmak sirinlemeler guzellemeler yapanlara ýrkçýlýk yapmayýn diyenlere çocuðun baþýna gelenlerin aynýsýný kendi evlatlarina kendilerine yapýldýðýný 1 dakika olsun düþünmelerini istiyorum sadece 1 dakika;0;0;0;0
aynn kardeþim sen nufusu 16 milyondan fazla olan sehre araplarý doldurup 20 milyon yaparsan ben araplar yüzünden otobüse binemiyosam kusura bakmayýn ben ýrkcýyým bana dokunmayan yýlan bin yasasýn dokunursa ýrkcý olurum istemem;1;1;1;1
büyük türkiye cumhuriyeti güzel ülkemiz kocaman bir ortadoðu çöplüðüne döndü ortadoðulular cani sapýk sapkýn iðrenç vahþiler kültürleri yaþam tarzlarý böyle asla adapte olamazlar kendi topraklarýna geri dönmeleri lazým youtubeta bir suru belgesel var izle;0;1;1;1
sen bir insansýn karþýnda duranlar ayný þeyi yazýk söyleyemeyeceðim utanç üzüntü kaynaðýndan fazlasý deðilsiniz sizi gören koca koca insanlar sanar deðilsiniz size neler denir benim bir çizgim var;0;0;0;0
sýrf ses yükseliyor reyting alýrýz herkesin sözünü kesen aðzýndan tükürükler saçarak konuþan ersan þen denen sevimsiz þeyi programlarýnýza davet etmeyin noolur;0;0;0;0
türkiyede adalet varmi;0;0;0;0
düzensiz göçekaçak mülteci meselesine karþýyýz görüntülere bir bakýnmilletimiz henüz reþit bile olmayan 17 yaþýndaki bir çocuða 21 asýrda cumhuriyetle idare edilen bir ülkededinimize örfümüze aykýrý bir þekilde yapýp nefret kusacak kadar alçalýyor;0;0;0;0
nefretiniz kininiz vicdanýnýzýn dininizin önüne geçmiþ;0;0;0;0
ben bir insanim;0;0;0;0
bir seyleri elestirecez insanliginizi kaybediyorsunuz dunya hepimize yetecek kadar buyuk yapmaya gerek yok;0;0;0;0
;0;0;0;0
yapmak anne zina etmek eþdeðer günahtadýr ýrçýlýk;1;1;1;1
çölüne dön;0;0;0;0
ben izlerken utandým;0;0;0;0
yapma baþlayan bütün cümlelerin anasýný sikim;0;0;0;0
türküz dememizi bunlar bunlarýn kriptolarý sayýyor sesimizi çýkarmadan onlarý sýrtýmýzda taþýmamýzý istiyorlar;0;0;0;0
lütfen artýk kendi ülkemizde sefarad türk milletine uyguladýklarý yetti arttý gt;0;0;0;0
beki çanakkaledeki þehitlerin ismi sen okudun kardeþim;0;0;0;0
bunu zekice buluyor seviyorsunuz deðil mi mesajin altýnda arada al evinde besle irkçýlýk;0;0;0;0
genç savaþ olduðunda çocuktu sadece 6 yaþýndaydý kötü bir hastalýk;0;0;0;0
irkçýlýk aðýr psikolojik nevrotik bir hastalýktýr irkçýlýk faþizmin ana koludur irkçýlýk cahilin sýðýnaðýdýr bölmek yok etmek ister irkçýlýk özgürlüðün düþmanýdýr ben bir insaným diyeni deðil kendisi olmayaný kabul etmez;0;0;0;0
suriyeli bir insanoðlunun çevresini köpekler sarmiþ çocuk ben dilenmiyorum okulumun birincisiydim yüzünden okuldan ayrýldým ben insanim haykýrdý faþist sýrtlan sürüsünün yüzüne anlaþýlan artýk ben insaným;0;0;0;0
ülkesinde mültecigöçmen istemez kendisi avrupa ülkelerinin hangisi olursa olsun gitmek ister sonra çýkýp vatan elden gidiyor insanlýk dýþý eylemlerde bulunur ben bir insanim;0;0;0;0
utanýyorum lânet olsun ýrkçýlýk yapanlara sokak röportajýnda suriyelilere öfke dolu sözler;0;0;0;0
büyük insanlýk suçlarýndan biridirbiz renklerimizle güzeliz;0;0;0;0
olur bir toplum yavaþ yavaþ ýrkçýlýk normaleþtirilir izleyip görüyoruz ileride ýrkçýlýðý besleyenlerin hepsinin eline kan bulaþacak gelecek günler gittikçe korkutucu olmaya baþlýyor;0;0;0;0
size kadar gýcýðýz sanýrsýn dünyanýn sahibi þýllýk;0;0;0;0
kendinize gelin türk insaný olamaz aslýmýza dönmenin zamaný geldi geçiyor;0;0;0;0
sefil rezil aþaðýlýk insan paçavrasý bir aileye yaptýðýn tacizin hesabýný soracaðýz filme alan sýrada kýkýrdayarak sefili ateþleyen mahlukatlar utanacaksýnýz;0;0;0;0
vicdan bilgiyle tecrübeyle edinilir kardeþlerim empati kurabilmeleri vicdana akla ihtiyaç vardýr yobaz pisliklere inat istediðin özgürce yaþamaya hakkýn var genç kardeþ;0;0;0;0
siyahileri seviyorum metrobüse bindikten 12 durak sonra iniyor yerlerini ben kapýyorum gerçekten saçma onlar olmasa ben alüminyum folyoya sarýlmýþ bebeklerden hallice götümün rahatý bozulacak;0;0;0;0
youtube kanalýmýzda yeni videomuz yayýnlandý avrupada ýrkçýlýk rüzgarlarý kahrolsun ýrkçýlýk;0;0;0;0
türkler ýrkçý bir halk görmedim ýrkçýlýklarý kanlý ýrkçýlýklarý kirli ýrkçýlýklarý onlarý yok etmenin yolu;1;1;1;1
maalesef son günlerde arttý geçen ay ben maruz kaldým geçmiþ olsun;1;1;1;1
duygu eylül týrpancýnýn kaleme aldýðý rosa parks adlý yazýsýna 24sayýmýzdan ulaþabilirsiniz;0;0;1;0
beni dünyada üzen ýrkçýlýktýr ben kendim doðacaðýmý seçmiþim;0;0;0;0
ucuz komedyenleri kamuoyu önderi sunarsanýz böyle olur milletin ruhuna aþaðýlýk duygusunu ilmek ilmek iþleyen hala kadar etkili bir ideoloji anlamak komedyen tayfaya bakmak yeterli;1;1;1;1
siyah bir adam pahalý bir araba kullanýyorsa italyadaki polis silahlarý çýkarýr þunu fark ettiðinde utanmýþ görünüyor ac milandan profesyonel bir futbolcu;0;0;0;0
acý gerçekten ýn geldiði son noktaaa;0;0;0;0
kürt kökenlisiniz kökeninizin olduðu bölge birçok arap asýllý türkü barýndýrýyor ben uzun yýllar önce yerli turist olarak gittm trabzona uçakta yine arap kökenli insanlar vardý turistlik yerlerde karþýlaþtý;0;0;0;0
bodrum yada antalya uçaðýnda ingilizce rusça konuþuluyor ingiltereye yada rusyaya gitmiþ oluyorsun muhalif olacaðým yapmasan;0;0;0;0
yok caným kokmuyor;0;0;0;0
türkiyede yokmuþ;0;0;0;0
mülteci afgansuriyelilerle baþladýðý siyasetine þimdi türkiyede yaþayan yerli arapçerkeslerle devam eden gidiþatý din düþmanlýðý 90lardaki kürttürk kardeþliðini hedef alan ümit özdaðzafer partisi sizce nedir;0;0;0;0
otobüsünde yeniden tavan yapmýþ burasý türkiye burda ikinci dil konuþulmaz bütün insanlarýn ana dilleri kutsaldýr;1;1;1;1
kuruluþunda yoktur;1;1;1;1
kardeþ dediðiniz milletlerinin bir bir sýrtýmýzdan vurduklarýný izleyecek beni iyi anlayacaksýnýz;1;1;1;1
araplarla beraberde yaþamak istemiyorum heryerden kulaklarýmý týrmalayan konuþmalarýný duymak restoran maðazalardasahillerde heryerdehiçbiryerde onlarla omuz omuza yaþamak istemiyorum buysa istemiyorum;0;0;0;0
faizin olduðunu tanýmýný bilmeyen diplomasýz eðitimsiz kara cahil hýrsýz pedofil akrep lere kadar tahammül edeceksin yalnýz;0;0;0;0
hani baðýra baðýra bir yerlerini yýrtanlar ön gideni çýktýnýz leennnn;0;0;0;0
diriye saygýsý olmayanýn ölüye saygýsý olmaz ülkedeki inanç kültür topluluk bizim zenginliðimizdir hepsine saygý duymak insan olmanýn gereðidir;0;0;0;0
yýllarca kürt halkýna reva görülen ýrkçý saldýrýlardozunu artýrarak farklý görünen herkes herþeye düþmanlýk saldýrganca tavýrlarla devam ediyor mesele n salt kürtlern meselesi n çerkeslerin yada diðer ötekilerinmesele harmanlanmýþ iktidar;0;0;0;0
adam týrk irkçiliðin gerçek yüzüdür;1;1;1;1
türkiyede oy kullanma hakkýna sahip sayýsý 113654dür rakam 1 milletvekili seçmek bile mümkün deðil;0;0;0;0
nezaketinden sana lan dallama diyemediði eyvallah abi diyebildi delikanlý herkes istediði dilde konuþabilir dil zenginliktir ingilizce konuþsa ayak uydurmaya çalýþýr;0;1;1;1
nefret söylemi mülteci çocuklarýn geleceðini belirsizleþtiriyor;0;0;0;0
sorun turist mi arapça doða hayýr sizin sorununuz býrakýn kuru milliyetçiliði yaptýðýn videonun adý onun türkçesini kullan görelim bilgilenelim aydýnlanalým;0;0;0;0
ameyikayýyay ýykçý ee iþte insanoðlu sembolist ezberciliðe diyegeldi amp bunu benimseyen milliyetperver paþalarý el üstünde tutagelip mahalle amp sokaklara isimlerini verdiniz iþler böyle birden içine düþersin ha bumuymuþ deme fýrsatýn olmadan kapýlýr gidersin;1;1;1;1
irkçýlýk insanlara özgü bir iðrençliktir;0;0;0;0
kürt ermenileri ayrýt edemiyorlar gelip bize ýrkçýlýk yapýyorlar;0;0;0;0
suriyeliler suriyeye gidecekse kafayla senin çýktýðýn yere dönmen lazým bi utanmadan platform kurmuþ vallahi güldüm tutamýyorum kendimi;0;0;0;0
asalak kriptolar puþtlarý uwa putlarý lulu khalifa apaçýk türk düþmanýdýr senin gençliðe hitaben var lt silindirlerin yok seçimi bekle sen yalnýz seçimi yüzyýlýn sahtekarý tanju özcan;0;0;0;0
sabah sabah la yaftalandýk iyi mi yýllardýr sevdiðimsavunduðuminandýðým kemal kýlýçdaroðlu tarafýndan özür dileyin kemal bey bir türk vatandaþi parti baþkanlarinin parmak sallayacaðinizazarlayacaðiniz bir millet deðil;0;0;0;0
suçtur hapis cezasý gerektiren bir durum ülkemizde suç deðil bize ýrkçýlýk yapýldýðýnda kýzýyoruz yaparken komik herkes gülüyor;0;0;0;0
yurt dýþýnda bize yapýldýðýnda madem kadar hassasýz ýrkçýlýk yaptýðýmýzda kimsenin umrunda deðil metroda herkes gülüyor ýrkçýlýðýn nesi komik yazýk sadece bize yapýldýðýnda ýrkçýlýk görüyoruz;0;0;0;0
